Provider_Number,Network,Facility_Name,Five_Star_Date,Five_Star,Five_Star_Data_Availability_Code,Address_Line_1,Address_Line_2,City,State,Zip,County,Profit_or_NonProfit,Chain_Owned,Chain_Organization,#_of_Dialysis_Stations,Offers_in-center_hemodialysis,Offers_peritoneal_dialysis,Offers_home_hemodialysis_training,Patient_Transfusion_category_text,Number_of_patients_included_in_the_transfusion_summary,Number_of_patients_in_hypercalcemia_summary,Number_of_patient-months_in_hypercalcemia_summary,Number_of_patients_in_Serum_phosphorus_summary,Number_of_patient-months_in_Serum_phosphorus_summary_,Patient_hospitalization_category_text,Patient_Hospital_Readmission_Category,Patient_Survival_Category_Text,patients_included_hospitalization_summary,hospitalizations_in_hospital_readmission_summary,Number_of_Patients_included_in_survival_summary,Mortality_Rate_(Facility),Readmission_Rate_(Facility),Hospitalization_Rate_(Facility),Patient_Infection_category_text,Transfusion_Rate_(Facility),Fistula_Category_Text,Number_of_Patients_included_in_fistula_summary,Fistula_Rate_(Facility),Number_of_patients_in_long_term_catheter_summary,Number_of_patient_months_in_long_term_catheter_summary,Number_of_patients_in_nPCR_summary,Number_of_patient-months_in_nPCR_summary,SWR_category_text,Number_of_patients_in_this_facility_for_SWR,PPPW_category_text,Number_of_patients_for_PPPW
102632,7,DAVITA TAMARAC ARTIFICIAL KIDNEY CENTER,01/01/2016-12/31/2019,2,1,7140 W MCNAB RD,,TAMARAC,FL,33321,BROWARD,Profit,Yes,DAVITA,12,1,0,0,As Expected,57,90,734,93,735,Worse than Expected,Worse than Expected,As Expected,67,95,289,27.1,45.6,313.5,As Expected,29.8,As Expected,96,57.4,96,772,0,,Not Available,20,As Expected,71
72538,1,MANCHESTER DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,319 MAIN STREET,,MANCHESTER,CT,6040,HARTFORD,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",31,1,1,1,As Expected,54,85,697,89,744,As Expected,As Expected,As Expected,69,81,269,24.5,29.6,186.9,As Expected,15.4,As Expected,76,65.6,76,629,0,,Not Available,26,As Expected,63
72539,1,U.S.RENAL CARE ORANGE DIALYSIS,01/01/2016-12/31/2019,5,1,"240 INDIAN RIVER RD, SUITE D",,ORANGE,CT,6477,NEW HAVEN,Profit,Yes,"US RENAL CARE, INC.",18,1,1,1,As Expected,110,166,1522,167,1550,As Expected,As Expected,As Expected,134,151,537,18.3,27.1,150.8,Worse than Expected,3.8,As Expected,148,75.2,148,1282,0,,Better than Expected,52,As Expected,114
102513,7,DAVITA FORT MYERS DIALYSIS,01/01/2016-12/31/2019,3,1,4220 EXECUTIVE CIRCLE #38,,FORT MYERS,FL,33916,LEE,Profit,Yes,DAVITA,33,1,1,0,As Expected,131,183,1593,188,1620,As Expected,As Expected,As Expected,149,213,617,20.2,28,206.8,As Expected,7.4,Worse than Expected,156,36.6,156,1373,0,,As Expected,69,As Expected,149
102514,7,DAVITA PANAMA CITY DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,615 HWY 231,,PANAMA CITY,FL,32405,BAY,Profit,Yes,DAVITA,37,1,1,1,Not Available,31,45,215,47,220,As Expected,As Expected,As Expected,39,36,250,21.5,28.1,171.2,Not Available,,As Expected,40,45.2,40,196,0,,Not Available,22,As Expected,42
102517,7,MELBOURNE KIDNEY CENTER,01/01/2016-12/31/2019,3,1,1400 S APOLLO BLVD,,MELBOURNE,FL,32901,BREVARD,Non-Profit,Yes,CENTRAL FLORIDA KIDNEY CENTERS,28,1,1,0,As Expected,93,121,1098,129,1152,As Expected,As Expected,As Expected,106,150,411,21.2,31.5,226.3,Not Available,32.6,As Expected,114,65.1,114,1017,0,,As Expected,48,As Expected,97
152661,9,DAVITA INDY EAST DIALYSIS,01/01/2016-12/31/2019,4,1,1208 N ARLINGTON AVE,,INDIANAPOLIS,IN,46219,MARION,Profit,Yes,DAVITA,16,1,1,1,As Expected,69,100,826,96,801,As Expected,As Expected,As Expected,79,100,303,16.5,25.2,146.6,As Expected,4.6,As Expected,94,60.7,94,790,0,,Not Available,15,As Expected,97
152662,9,DAVITA VINCENNES HOME DIALYSIS,01/01/2016-12/31/2019,,260,700 WILLOW ST  SUITE 102,,VINCENNES,IN,47591,KNOX,Profit,Yes,DAVITA,1,0,1,1,Not Available,14,20,154,22,160,As Expected,Not Available,As Expected,20,8,58,28.8,,177.4,Not Available,,Not Available,5,,5,54,0,,Not Available,1,As Expected,21
152664,9,DAVITA ELKHART,01/01/2016-12/31/2019,4,1,1401 N MICHIGAN ST,,ELKHART,IN,46514,ELKHART,Profit,Yes,DAVITA,12,1,1,1,As Expected,47,72,622,74,644,As Expected,As Expected,As Expected,53,48,160,21.1,21.2,183.7,As Expected,38,As Expected,65,73.2,65,572,0,,As Expected,31,As Expected,48
152665,9,DAVITA MUNCIE DIALYSIS,01/01/2016-12/31/2019,3,1,820 E MCGALLIARD,,MUNCIE,IN,47303,DELAWARE,Profit,Yes,DAVITA,12,1,1,1,Not Available,15,22,155,23,157,As Expected,As Expected,As Expected,17,29,54,23.4,35.4,292.8,As Expected,,As Expected,21,57.3,21,153,0,,Not Available,5,As Expected,22
152666,9,DAVITA SPRING STREET DIALYSIS,01/01/2016-12/31/2019,4,1,1601 SPRING STREET,,JEFFERSONVILLE,IN,47130,CLARK,Profit,Yes,DAVITA,13,1,0,0,Not Available,23,39,218,39,229,As Expected,As Expected,As Expected,31,33,108,31.5,42.4,241.8,As Expected,,As Expected,39,61.2,39,228,0,,Not Available,11,As Expected,38
152586,9,FMC - CONNERSVILLE,01/01/2016-12/31/2019,4,1,"6049 INDUSTRIAL AVENUE, NORTH",,CONNERSVILLE,IN,47331,FAYETTE,Profit,Yes,FRESENIUS MEDICAL CARE,12,1,0,0,As Expected,33,51,456,55,478,As Expected,As Expected,As Expected,45,50,199,16.3,26,134.2,As Expected,13.4,As Expected,54,59.9,54,464,0,,As Expected,25,As Expected,37
152588,9,FMC - IRVINGTON,01/01/2016-12/31/2019,,260,1740 INDUSTRY DRIVE,SUITE A,INDIANAPOLIS,IN,46219,MARION,Profit,Yes,FRESENIUS MEDICAL CARE,6,1,1,1,As Expected,49,82,622,88,642,As Expected,As Expected,As Expected,59,32,220,24.2,36.5,140.9,Not Available,15.6,Not Available,9,,9,35,0,,Better than Expected,20,As Expected,82
152589,9,DAVITA NEW ALBANY DIALYSIS,01/01/2016-12/31/2019,4,1,"2669 CHARLESTOWN RD., SUITE F",,NEW ALBANY,IN,47150,FLOYD,Profit,Yes,DAVITA,0,1,0,0,Not Available,21,23,110,24,114,As Expected,As Expected,As Expected,23,12,101,23.8,42.1,173.3,Not Available,,As Expected,23,67.6,23,111,0,,Not Available,10,As Expected,19
152687,9,DAVITA HOME DIALYSIS OF INDIANAPOLIS,01/01/2016-12/31/2019,3,1,8803 N. MERIDIAN STREET,,INDIANAPOLIS,IN,46260,MARION,Profit,Yes,DAVITA,5,0,1,1,As Expected,58,86,781,86,743,As Expected,As Expected,As Expected,64,60,223,18.1,25.7,214.8,Not Available,12.3,As Expected,42,65.2,42,397,0,,Not Available,5,Better than Expected,78
152688,9,DAVITA METRO POINT DIALYSIS,01/01/2016-12/31/2019,3,1,1218 NORTH PENNSYLVANIA STREET,,INDIANAPOLIS,IN,46202,MARION,Profit,Yes,DAVITA,16,1,0,0,As Expected,56,71,632,69,596,As Expected,As Expected,As Expected,61,47,175,20.7,20.4,98.3,As Expected,19.2,As Expected,73,61.3,73,650,0,,Not Available,5,As Expected,68
53525,17,COMMUNITY DIALYSIS CENTER,01/01/2016-12/31/2019,4,1,215 NORTH FRESNO STREET,SUITE 150,FRESNO,CA,93701,FRESNO,Non-Profit,No,INDEPENDENT,41,1,1,0,As Expected,165,240,2320,252,2417,As Expected,As Expected,As Expected,175,159,617,22.7,24,154.9,As Expected,11.1,As Expected,227,66.4,227,2136,0,,As Expected,57,Better than Expected,215
53526,17,SAN JOAQUIN GENERAL HOSPITAL,01/01/2016-12/31/2019,3,1,7783 SOUTH FREEDOM ROAD,,FRENCH CAMP,CA,95231,SAN JOAQUIN,Non-Profit,No,INDEPENDENT,24,1,0,0,As Expected,124,182,1712,190,1792,As Expected,As Expected,As Expected,133,112,511,23.7,26.3,148.7,As Expected,16.9,As Expected,186,58.4,186,1744,0,,As Expected,59,As Expected,179
53528,17,KAISER PERMANENTE - SKYPORT,01/01/2016-12/31/2019,2,1,1721 TECHNOLOGY DRIVE DEPT #245,,SAN JOSE,CA,95110,,Non-Profit,Yes,KAISER PERMANENTE,12,0,1,0,As Expected,54,234,1641,247,1702,Worse than Expected,As Expected,As Expected,58,64,59,37.2,22.4,400.8,Not Available,59.6,Not Available,0,,0,,0,,Not Available,0,Better than Expected,206
62303,15,062303 UNIVERSITY OF CO HOSPITAL - HOME DIALYSIS,01/01/2016-12/31/2019,2,1,12605 E. 16TH AVE,,AURORA,CO,80045,ADAMS,Non-Profit,No,INDEPENDENT,6,0,1,1,As Expected,45,79,670,81,709,As Expected,As Expected,As Expected,57,32,200,29.7,27.6,114.2,Not Available,0,As Expected,24,64.2,24,204,0,,As Expected,18,Better than Expected,83
62311,15,062311 THE CHILDRENS HOSPITAL KIDNEY CTR.,01/01/2016-12/31/2019,,260,13123 E 16TH AVE #328,,AURORA,CO,80045,ADAMS,Non-Profit,No,INDEPENDENT,9,1,1,0,Not Available,0,2,7,3,10,Not Available,Not Available,Not Available,2,1,10,,,,Not Available,,Not Available,2,,2,6,11,58,Better than Expected,37,As Expected,25
102518,7,DAVITA WEST FLORIDA DIALYSIS,01/01/2016-12/31/2019,4,1,8333 NORTH DAVIS HIGHWAY,,PENSACOLA,FL,32514,ESCAMBIA,Profit,Yes,DAVITA,27,1,1,1,As Expected,72,93,750,100,781,As Expected,As Expected,As Expected,83,79,342,27,26.5,193.4,As Expected,4.6,As Expected,99,54.6,99,785,0,,As Expected,47,As Expected,67
102519,7,FMC - PINELLAS PARK,01/01/2016-12/31/2019,5,1,7910 US HWY 19N,,PINELLAS PARK,FL,33781,PINELLAS,Profit,Yes,FRESENIUS MEDICAL CARE,22,1,1,1,As Expected,73,96,902,102,925,As Expected,As Expected,As Expected,85,130,331,23.4,27.5,232.9,As Expected,16.4,As Expected,100,75.3,100,923,0,,As Expected,28,As Expected,75
102520,7,DAVITA BOCA RATON ARTIFICIAL KIDNEY CENTER,01/01/2016-12/31/2019,3,1,998 NW 9TH CT,,BOCA RATON,FL,33486,PALM BEACH,Profit,Yes,DAVITA,14,1,1,0,As Expected,59,84,697,89,709,As Expected,As Expected,As Expected,73,66,252,22,32.8,163.6,Better than Expected,20,As Expected,60,64.6,60,480,0,,As Expected,32,As Expected,56
102658,7,DAVITA PINNACLE DIALYSIS OF BOCA RATON,01/01/2016-12/31/2019,4,1,2900 N MILITARY TRAIL SUITE 195,,BOCA RATON,FL,33431,PALM BEACH,Profit,Yes,DAVITA,27,1,1,0,As Expected,81,122,955,132,1002,As Expected,As Expected,As Expected,107,81,436,21.1,28.7,147,Better than Expected,22.9,As Expected,123,57.9,123,921,0,,Not Available,23,As Expected,79
102659,7,RAI CARE CENTERS - WINTER HAVEN,01/01/2016-12/31/2019,3,1,1200 E LAKE SILVER DR,,WINTER HAVEN,FL,33881,POLK,Profit,Yes,FRESENIUS MEDICAL CARE,20,1,1,1,As Expected,128,186,1658,195,1707,As Expected,As Expected,As Expected,151,199,573,21.5,26.9,222.3,Better than Expected,17.2,As Expected,178,48.7,178,1542,0,,As Expected,63,As Expected,147
152667,9,FMC - VIGO COUNTY,01/01/2016-12/31/2019,4,1,1705 E INDUSTRIAL DRIVE,,TERRE HAUTE,IN,47802,DURHAM,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,0,0,As Expected,17,28,255,28,258,As Expected,As Expected,As Expected,24,27,143,21.8,22.8,159.8,As Expected,9.1,As Expected,28,59.6,28,259,0,,Not Available,18,As Expected,22
162554,12,DAVITA GREEN COUNTRY DIALYSIS,01/01/2016-12/31/2019,4,1,5250 UTICA RIDGE RD,,DAVENPORT,IA,52807,SCOTT,Profit,Yes,DAVITA,12,1,1,0,As Expected,64,92,740,101,776,As Expected,As Expected,As Expected,73,78,287,22.8,23.8,195.9,As Expected,35.2,As Expected,72,68.6,72,475,0,,As Expected,40,As Expected,83
162555,12,RIVER VALLEY DIALYSIS,01/01/2016-12/31/2019,5,1,255 W LUCAS ST,,MARENGO,IA,52301,IOWA,Profit,No,INDEPENDENT,6,1,0,0,As Expected,16,21,185,21,195,As Expected,As Expected,As Expected,17,18,67,22.8,38.6,153.1,Not Available,51,As Expected,21,80.3,21,200,0,,Not Available,3,Not Available,10
162556,12,FMC CLINE FAMILY DIALYSIS CENTER,01/01/2016-12/31/2019,5,1,1040 N 18TH ST,,CENTERVILLE,IA,52544,APPANOOSE,Profit,Yes,FRESENIUS MEDICAL CARE,10,1,1,0,As Expected,22,24,210,32,238,As Expected,As Expected,As Expected,24,17,101,28.8,15,91.4,As Expected,25.9,As Expected,28,77.1,28,212,0,,Not Available,17,As Expected,23
162557,12,DAVITA ANKENY DIALYSIS,01/01/2016-12/31/2019,4,1,2625 N ANKENY BLVD,,ANKENY,IA,50023,POLK,Profit,Yes,DAVITA,12,1,1,0,As Expected,39,54,467,60,506,As Expected,As Expected,As Expected,47,49,164,27.6,31.6,189.7,As Expected,15.7,As Expected,40,68.7,40,345,0,,As Expected,22,As Expected,47
162558,12,DAVITA FIVE SEASONS DIALYSIS,01/01/2016-12/31/2019,5,1,"1002 4TH AVENUE SE, SUITE A",,CEDAR RAPIDS,IA,52403,LINN,Profit,Yes,DAVITA,16,1,0,0,As Expected,63,91,828,95,854,As Expected,As Expected,Better than Expected,78,86,252,14.1,23,151.5,As Expected,18,As Expected,96,76.4,96,862,0,,As Expected,43,As Expected,75
152689,9,DAVITA TERRE HAUTE DIALYSIS,01/01/2016-12/31/2019,3,1,504 6TH AVENUE,,TERRE HAUTE,IN,47807,VIGO,Profit,Yes,DAVITA,13,1,1,0,As Expected,89,112,877,139,988,As Expected,As Expected,As Expected,108,153,162,20.4,26.5,209.3,As Expected,5.7,As Expected,110,54.1,110,797,0,,Not Available,22,As Expected,89
152690,9,DAVITA FREEDOM DIALYSIS,01/01/2016-12/31/2019,5,1,800 N. MAIN ST.,,EVANSVILLE,IN,47711,VANDERBURGH,Profit,Yes,DAVITA,13,1,1,1,As Expected,23,41,284,44,314,As Expected,As Expected,As Expected,31,30,48,14.9,26.9,155.5,As Expected,6.7,As Expected,32,73.2,32,208,0,,Not Available,5,As Expected,37
152691,9,"FRESENIUS MEDICAL CARE INDIANA, LLC",01/01/2016-12/31/2019,4,1,6826 MADISON AVENUE,,INDIANAPOLIS,IN,46227,MARION,Profit,Yes,FRESENIUS MEDICAL CARE,24,1,1,0,As Expected,61,91,738,102,793,As Expected,As Expected,As Expected,72,71,115,15.6,18.7,162.6,As Expected,14.7,As Expected,86,67.1,86,651,0,,As Expected,20,As Expected,85
152692,9,MUNSTER DIALYSIS CENTER,01/01/2016-12/31/2019,3,1,"10120 CALUMET AVENUE, SUITE 102",,MUNSTER,IN,46321,,Profit,Yes,AMERICAN RENAL ASSOCIATES,20,1,1,1,As Expected,42,68,549,78,608,As Expected,As Expected,As Expected,55,71,72,24.7,27.9,214.3,Better than Expected,4.8,As Expected,66,72.2,66,520,0,,Not Available,11,As Expected,55
142739,10,FMC - JOLIET,01/01/2016-12/31/2019,4,1,721 EAST JACKSON STREET,,JOLIET,IL,60432,WILL,Profit,Yes,FRESENIUS MEDICAL CARE,18,1,0,0,As Expected,66,103,947,107,977,As Expected,As Expected,As Expected,77,105,284,18.3,30.3,191,Better than Expected,4.6,As Expected,106,64,106,985,0,,As Expected,23,As Expected,79
142740,10,DAVITA MORRIS DIALYSIS,01/01/2016-12/31/2019,4,1,1551 CREEK DRIVE,,MORRIS,IL,60450,GRUNDY,Profit,Yes,DAVITA,9,1,0,0,As Expected,35,47,348,51,379,As Expected,As Expected,As Expected,44,49,185,16.9,35.1,185.1,As Expected,36.6,As Expected,51,68.8,51,378,0,,Not Available,27,Worse than Expected,33
72512,1,ST. RAPHAEL DIALYSIS CENTER - NEW HAVEN,01/01/2016-12/31/2019,4,1,DIALYSIS UNIT,137 WATER STREET,NEW HAVEN,CT,6511,NEW HAVEN,Profit,Yes,FRESENIUS MEDICAL CARE,32,1,1,1,As Expected,114,179,1679,187,1736,As Expected,As Expected,Better than Expected,139,168,589,15.9,24.9,178.8,As Expected,8.3,As Expected,187,60.4,187,1745,0,,As Expected,45,As Expected,142
72514,1,DAVITA MILFORD DIALYSIS,01/01/2016-12/31/2019,5,1,470 BRIDGEPORT AVENUE,,MILFORD,CT,6460,NEW HAVEN,Profit,Yes,DAVITA,21,1,0,0,As Expected,82,118,1135,123,1146,As Expected,As Expected,As Expected,97,85,398,18.7,23.7,141,As Expected,8.4,As Expected,125,64.2,125,1181,0,,As Expected,55,As Expected,102
72515,1,DAVITA NEW LONDON DIALYSIS,01/01/2016-12/31/2019,5,1,5 SHAW'S COVE,SUITE 100,NEW LONDON,CT,6320,NEW LONDON,Profit,Yes,DAVITA,23,1,1,1,As Expected,128,172,1542,182,1639,Better than Expected,As Expected,As Expected,155,140,597,21.4,29.1,123.9,As Expected,10.9,Better than Expected,157,78.4,157,1412,0,,As Expected,87,As Expected,140
72516,1,DAVITA HARTFORD DIALYSIS,01/01/2016-12/31/2019,4,1,675 TOWER AVENUE,,HARTFORD,CT,6112,HARTFORD,Profit,Yes,DAVITA,27,1,1,0,As Expected,110,171,1661,178,1745,As Expected,As Expected,Better than Expected,126,113,518,12.7,27.1,145.9,As Expected,21.8,As Expected,161,58.2,161,1529,0,,As Expected,60,As Expected,129
72517,1,DAVITA BRANFORD DIALYSIS,01/01/2016-12/31/2019,5,1,249 WEST MAIN STREET,,BRANFORD,CT,6405,NEW HAVEN,Profit,Yes,DAVITA,13,1,0,0,As Expected,44,60,543,64,567,As Expected,As Expected,As Expected,50,51,196,20.4,14.2,115.5,As Expected,3.4,As Expected,64,67.3,64,569,0,,Not Available,18,As Expected,57
102660,7,DAVITA ORLANDO EAST DIALYSIS,01/01/2016-12/31/2019,5,1,11616 LAKE UNDERHILL ROAD,BLDG 2 STE 206,ORLANDO,FL,32825,ORANGE,Profit,Yes,DAVITA,21,1,0,0,As Expected,80,140,1210,146,1267,As Expected,As Expected,As Expected,95,132,439,22.6,25.8,222.2,As Expected,4.3,As Expected,146,62.1,146,1273,0,,As Expected,53,As Expected,117
102662,7,JACKSONVILLE KIDNEY CENTER,01/01/2016-12/31/2019,3,1,1107 MYRA ST STE 101,,JACKSONVILLE,FL,32204,DUVAL,Profit,Yes,FRESENIUS MEDICAL CARE,25,1,0,0,As Expected,64,89,756,92,789,As Expected,As Expected,Worse than Expected,78,111,328,30,27.5,227.9,As Expected,16.1,As Expected,91,59.9,91,778,0,,As Expected,33,As Expected,73
102664,7,DAVITA FLAMINGO PARK KINDEY CENTER,01/01/2016-12/31/2019,4,1,901 E 10TH AVE BAY 17,,HIALEAH,FL,33010,MIAMI-DADE,Profit,Yes,DAVITA,21,1,0,0,As Expected,53,76,704,78,722,Worse than Expected,As Expected,As Expected,58,67,246,20,39.9,275.6,As Expected,28.7,Better than Expected,78,81,78,730,0,,As Expected,32,As Expected,55
102665,7,DAVITA PALMETTO ARTIFICIAL KIDNEY CENTER,01/01/2016-12/31/2019,4,1,7150 W 20TH AVE STE 109,,HIALEAH,FL,33016,MIAMI-DADE,Profit,Yes,DAVITA,15,1,1,0,As Expected,73,108,861,124,967,As Expected,As Expected,As Expected,83,89,331,22.2,28.8,204.8,As Expected,8.3,As Expected,120,58,120,939,0,,As Expected,52,As Expected,78
62526,15,062526 WALSENBURG DIALYSIS (FMC),01/01/2016-12/31/2019,4,1,23450 HIGHWAY 160,,WALSENBURG,CO,81089,HUERFANO,Profit,Yes,FRESENIUS MEDICAL CARE,12,1,0,0,As Expected,20,30,254,31,270,As Expected,As Expected,As Expected,24,13,84,26.5,21.3,122.8,As Expected,7.8,As Expected,31,57.4,31,272,0,,Not Available,13,As Expected,22
162559,12,DAVITA E.A. MOTTO DIALYSIS,01/01/2016-12/31/2019,4,1,1228 E RUSHOLME ST #1000,,DAVENPORT,IA,52803,SCOTT,Profit,Yes,DAVITA,24,1,0,0,As Expected,80,105,978,115,1029,As Expected,As Expected,As Expected,91,93,394,17.6,23.4,160.2,As Expected,25.3,As Expected,112,63.8,112,1002,0,,As Expected,43,As Expected,85
142816,10,SHIFA DIALYSIS,01/01/2016-12/31/2019,,260,1540 W. CHICAGO AVENUE,,CHICAGO,IL,60642,,Profit,No,INDEPENDENT,0,0,1,1,Not Available,20,28,215,36,140,As Expected,As Expected,Not Available,22,23,33,,36.1,220.8,Not Available,,Not Available,4,,4,11,0,,Not Available,9,As Expected,25
142817,10,DAVITA CALUMET CITY DIALYSIS,01/01/2016-12/31/2019,3,1,1200 SIBLEY BLVD,,CALUMET CITY,IL,60409,COOK,Profit,Yes,DAVITA,16,1,0,0,As Expected,37,60,461,62,478,As Expected,As Expected,As Expected,44,48,79,20.3,23.3,213,As Expected,12.6,As Expected,63,56.3,63,485,0,,Not Available,13,As Expected,55
142818,10,DAVITA O'FALLON DIALYSIS,01/01/2016-12/31/2019,3,1,"1941 FRANK SCOTT PARKWAY EAST, SUITE B",,SHILOH,IL,62269,SAINT CLAIR,Profit,Yes,DAVITA,12,1,0,0,As Expected,39,56,428,59,460,As Expected,As Expected,As Expected,44,73,103,15.5,34.2,199.4,As Expected,5.3,As Expected,60,51.3,60,457,0,,As Expected,19,As Expected,57
142819,10,FRESENIUS MEDICAL CARE KOKE MILL LLC,01/01/2016-12/31/2019,4,1,2550 S. KOKE MILL ROAD,,SPRINGFIELD,IL,62711,SANGAMON,Profit,Yes,FRESENIUS MEDICAL CARE,0,0,1,1,As Expected,65,88,708,90,738,As Expected,As Expected,As Expected,74,73,156,27.6,25.7,218,Not Available,28.5,As Expected,41,80.9,41,347,0,,Not Available,13,As Expected,81
142741,10,DAVITA RENAL CENTER OF NEW LENOX,01/01/2016-12/31/2019,3,1,1890 SILVER CROSS BLVD,SUITE 150,NEW LENOX,IL,60451,WILL,Profit,Yes,DAVITA,19,1,0,0,As Expected,77,122,1087,126,1095,As Expected,As Expected,As Expected,96,136,429,24,37.1,225.6,As Expected,15.3,As Expected,127,69.8,127,1120,0,,As Expected,52,As Expected,83
142742,10,DAVITA RENAL CENTER WEST JOLIET,01/01/2016-12/31/2019,4,1,1051 ESSINGTON ROAD SUITE 160,,JOLIET,IL,60435,WILL,Profit,Yes,DAVITA,29,1,1,0,As Expected,111,148,1375,149,1387,As Expected,As Expected,As Expected,121,150,539,19.2,24,222.8,Better than Expected,23.7,As Expected,141,67.4,141,1304,0,,As Expected,43,As Expected,91
142743,10,VILLA PARK HOME DIALYSIS,01/01/2016-12/31/2019,,260,1634 S ARDMORE AVE  SUITE 200,,VILLA PARK,IL,60181,DUPAGE,Profit,No,INDEPENDENT,0,0,1,0,Not Available,6,5,54,5,45,Not Available,Not Available,As Expected,6,9,45,21.6,,,Not Available,,Not Available,0,,0,,0,,Not Available,2,Not Available,5
142744,10,FMC - CHATHAM,01/01/2016-12/31/2019,3,1,8710 S. HOLLAND RD,,CHICAGO,IL,60620,COOK,Profit,Yes,FRESENIUS MEDICAL CARE,16,1,0,0,As Expected,60,102,934,106,948,As Expected,As Expected,As Expected,75,91,331,16.7,28.1,241.9,As Expected,19.6,As Expected,106,51.3,106,958,0,,As Expected,27,As Expected,82
142840,10,DAVITA IRVING PARK DIALYSIS,01/01/2016-12/31/2019,5,1,4323 N PULASKI ROAD,,CHICAGO,IL,60641,,Profit,Yes,DAVITA,12,1,0,0,As Expected,22,38,239,47,288,As Expected,As Expected,As Expected,29,28,41,13,32.2,118.1,As Expected,0,As Expected,47,76.9,47,288,0,,Not Available,6,As Expected,37
72518,1,DAVITA PDI ROCKY HILL,01/01/2016-12/31/2019,4,1,30 WATERCHASE DRIVE,,ROCKY HILL,CT,6067,HARTFORD,Profit,Yes,DAVITA,24,1,1,1,As Expected,55,93,844,97,857,As Expected,As Expected,Better than Expected,65,56,267,14.7,27.1,145,As Expected,8.8,As Expected,88,65.4,88,778,0,,Not Available,19,As Expected,72
102303,7,SAINT MARYS HOSPITAL DIALYSIS UNIT,01/01/2016-12/31/2019,3,1,901 45TH ST,,WEST PALM BEACH,FL,33407,PALM BEACH,Profit,No,INDEPENDENT,24,1,1,0,As Expected,79,103,1053,109,1075,As Expected,As Expected,As Expected,88,113,379,21.8,35.3,194.4,Worse than Expected,31.5,As Expected,89,57.3,89,886,0,,As Expected,58,As Expected,91
102304,7,JACKSON MEMORIAL HOSP DIALYSIS PEDIATRIC,01/01/2016-12/31/2019,2,1,1611 NW 12TH AVE,,MIAMI,FL,33136,MIAMI-DADE,Non-Profit,No,INDEPENDENT,8,1,1,0,Not Available,12,19,139,15,130,As Expected,As Expected,As Expected,22,27,97,19.1,21.9,125.2,Not Available,,As Expected,19,44.1,19,139,7,63,As Expected,11,As Expected,60
102306,7,MEMORIAL REGIONAL HOSP - PEDIATRIC DIALYSIS,01/01/2016-12/31/2019,,260,3501 JOHNSON ST,,HOLLYWOOD,FL,33021,BROWARD,Non-Profit,No,INDEPENDENT,7,1,1,0,Not Available,1,3,14,2,12,Not Available,As Expected,Not Available,4,12,28,,14.9,,Not Available,,Not Available,3,,3,14,5,39,Not Available,7,As Expected,40
102312,7,SHANDS HOSPITAL - PEDIATRIC DIALYSIS,01/01/2016-12/31/2019,,260,1600 SW ARCHER ROAD,,GAINESVILLE,FL,32610,ALACHUA,Non-Profit,No,INDEPENDENT,5,1,1,0,Not Available,2,4,25,3,17,Not Available,Not Available,Not Available,6,7,20,,,,Not Available,,Not Available,4,,4,25,4,39,Not Available,6,As Expected,16
102314,7,TAMPA GENERAL HOSPITAL ESRD,01/01/2016-12/31/2019,,260,PEDIATRIC DIALYSIS,1 TAMPA GENERAL CIRCLE,TAMPA,FL,33601,HILLSBOROUGH,Non-Profit,No,INDEPENDENT,7,1,1,0,Not Available,4,7,52,7,57,Not Available,Not Available,Not Available,8,3,32,,,,Not Available,,Not Available,7,,7,57,12,62,Not Available,7,As Expected,19
62527,15,062527 NORTHEAST DENVER DIALYSIS (FKC),01/01/2016-12/31/2019,4,1,590 LAREDO ST,,AURORA,CO,80017,DENVER,Profit,Yes,FRESENIUS MEDICAL CARE,17,1,0,0,Not Available,20,31,184,37,212,As Expected,As Expected,As Expected,26,16,160,15.4,19.7,147.4,As Expected,,As Expected,38,64.2,38,219,0,,Not Available,7,As Expected,47
62528,15,DAVITA CORTEZ DIALYSIS CENTER,01/01/2016-12/31/2019,5,1,610 E MAIN STE C,,CORTEZ,CO,81321,MONTEZUMA,Profit,Yes,DAVITA,18,1,1,0,As Expected,69,77,709,83,733,As Expected,As Expected,As Expected,75,46,299,23.2,24.6,143.1,As Expected,6.5,As Expected,74,77.9,74,668,0,,Not Available,25,As Expected,73
62529,15,DAVITA LOWRY DIALYSIS CENTER,01/01/2016-12/31/2019,5,1,7465 E 1ST AVE STE A,,DENVER,CO,80230,DENVER,Profit,Yes,DAVITA,24,1,1,1,As Expected,93,143,1229,145,1239,As Expected,As Expected,As Expected,102,95,404,17.8,23.1,194.8,Better than Expected,1.9,As Expected,114,76,114,1009,0,,As Expected,30,As Expected,130
62530,15,062530 MONTROSE DIALYSIS (DCI),01/01/2016-12/31/2019,5,1,846 SOUTH 5TH STREET,,MONTROSE,CO,81401,MONTROSE,Non-Profit,Yes,"DIALYSIS CLINIC, INC.",15,1,0,0,As Expected,19,35,353,36,364,Better than Expected,As Expected,As Expected,29,22,127,23,17.3,87.1,As Expected,29,As Expected,34,79.6,34,328,0,,Not Available,11,As Expected,23
